State,Payer_Name,Payer_Type,LOB,Drug_Class,Medication_Category,Step_Therapy_Required,Step_1_Requirement,Step_1_Duration,Step_2_Requirement,Step_2_Duration,Quantity_Limit,Contraindication_Bypass,Gold_Card_Available,Gold_Card_Threshold,Policy_ID,Source_Document,Vault_Payer_ID,National_Payer_ID,Vault_Denial_Code,Episodic_Same_As_Chronic,High_Freq_Episodic_Threshold,Episodic_Notes
ALL,Cigna (National),Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,,,155 units/12 weeks,Yes - Teratogenicity; Severe AE,No,,IP0637,National_Cigna_Policy_2026,ALL-COM-CIGNA,62308,DENY-STEP-002,False,,⛔ Chronic Migraine only (≥15 days/mo). Renewal requires documented reduction in headache days.
ALL,Anthem/Elevance (National),Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,≥1 oral preventive class (Beta-blocker OR Anticonvulsant OR Antidepressant),≥2 months,,,4 syringes/28 days,Yes - CV disease; Teratogenicity,No,,ING-CC-0032,National_Anthem_Policy_2026,ALL-COM-ANTHEM,14163,DENY-STEP-001,True,,Anthem more lenient: requires only 1 oral failure. Prefers Emgality/Ajovy over Aimovig.
ALL,Anthem/Elevance (National),Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 generic triptans,≥30 days each,,,16 tablets/30 days,Yes - CV disease; Uncontrolled HTN,No,,Antimigraine Policy,National_Anthem_Policy_2026,ALL-COM-ANTHEM,14163,DENY-STEP-001,True,,
ALL,Anthem/Elevance (National),Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes (must include anticonvulsant: Topiramate/Divalproex),≥8 weeks each,,,155 units/12 weeks,Yes - Teratogenicity bypasses anticonvulsant requirement,No,,ING-CC-0032,National_Anthem_Policy_2026,ALL-COM-ANTHEM,14163,DENY-STEP-002,False,,⛔ Chronic Migraine only. Combination ban: Botox+CGRP requires refractory documentation.
ALL,Humana (National),Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,"≥2 oral preventive classes (from: Beta-blockers, Anticonvulsants, Antidepressants)",≥8 weeks each,,,4 syringes/28 days,Yes - CV disease; Teratogenicity,Yes,Provider Gold Card program (voluntary),,National_Humana_Policy_2026,ALL-COM-HUMANA,61101,DENY-STEP-001,True,,
ALL,Humana (National),Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans (failure/contraindication/intolerance),≥30 days each,,,16 tablets/30 days,Yes - CV disease,Yes,Provider Gold Card program (voluntary),,National_Humana_Policy_2026,ALL-COM-HUMANA,61101,DENY-STEP-001,True,,
ALL,Humana (National),Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,,,155 units/12 weeks,Yes - Teratogenicity; Severe AE,Yes,Provider Gold Card program (voluntary),,National_Humana_Policy_2026,ALL-COM-HUMANA,61101,DENY-STEP-002,False,,⛔ Chronic Migraine only (≥15 days/mo).
ALL,Kaiser Permanente (National),Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,≥3 oral preventive classes: Beta-blocker (Propranolol/Atenolol) + TCA (Amitriptyline/Nortriptyline) + Anticonvulsant (Topiramate/Divalproex),≥6-8 weeks each,,,4 syringes/28 days,Yes - CV disease; Teratogenicity; Cognitive impairment,No,,Kaiser Formulary 2026,National_Kaiser_Policy_2026,ALL-COM-KAISER,91051,DENY-STEP-003,True,,"⚠️ Most restrictive: ""Step 3"" firewall requires 3 class failures. CGRPs are Tier 4/Non-Preferred."
ALL,Kaiser Permanente (National),Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans (failure/contraindication/intolerance),≥30 days each,,,16 tablets/30 days,Yes - CV disease,No,,Kaiser Formulary 2026,National_Kaiser_Policy_2026,ALL-COM-KAISER,91051,DENY-STEP-001,True,,
ALL,Kaiser Permanente (National),Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,,,155 units/12 weeks,Yes - Teratogenicity; Severe AE,No,,Kaiser Formulary 2026,National_Kaiser_Policy_2026,ALL-COM-KAISER,91051,DENY-STEP-002,False,,⛔ Chronic Migraine only (≥15 days/mo). Concurrent CGRP+Botox prohibited without explicit refractory documentation.
ALL,Molina Healthcare (National),Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,"≥2 oral preventive classes (from: Beta-blockers, Anticonvulsants, Antidepressants)",≥8 weeks each,,,4 syringes/28 days,Yes - CV disease; Teratogenicity,No,,Molina Medical Policy 2026,National_Molina_Policy_2026,ALL-COM-MOLINA,20554,DENY-STEP-001,True,,
ALL,Molina Healthcare (National),Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans (failure/contraindication/intolerance),≥30 days each,,,8 tablets/30 days,Yes - CV disease,No,,Molina Medical Policy 2026,National_Molina_Policy_2026,ALL-COM-MOLINA,20554,DENY-STEP-001,True,,⚠️ Molina may have stricter quantity limits (8 vs 16 tablets)
ALL,Molina Healthcare (National),Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,,,155 units/12 weeks,Yes - Teratogenicity; Severe AE,No,,Molina Medical Policy 2026,National_Molina_Policy_2026,ALL-COM-MOLINA,20554,DENY-STEP-002,False,,⛔ Chronic Migraine only (≥15 days/mo).
ALL,Centene/Ambetter (National),Commercial,Commercial,CGRP mAbs (SC),Preventive,Yes,"≥2 oral preventive classes (from: Beta-blockers, Anticonvulsants, Antidepressants)",≥8 weeks each,,,4 syringes/28 days,Yes - CV disease; Teratogenicity,No,,Centene Medical Policy 2026,National_Centene_Policy_2026,ALL-COM-CENTENE,36273,DENY-STEP-001,True,,
ALL,Centene/Ambetter (National),Commercial,Commercial,Gepants (Acute),Acute,Yes,≥2 triptans (failure/contraindication/intolerance),≥30 days each,,,16 tablets/30 days,Yes - CV disease,No,,Centene Medical Policy 2026,National_Centene_Policy_2026,ALL-COM-CENTENE,36273,DENY-STEP-001,True,,
ALL,Centene/Ambetter (National),Commercial,Commercial,Neurotoxins,Chronic Migraine,Yes,≥2 oral preventive classes,≥8 weeks each,,,155 units/12 weeks,Yes - Teratogenicity; Severe AE,No,,Centene Medical Policy 2026,National_Centene_Policy_2026,ALL-COM-CENTENE,36273,DENY-STEP-002,False,,⛔ Chronic Migraine only (≥15 days/mo).
AL,BCBS Alabama,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Trial of injectable CGRP or oral preventive (plan dependent),≥8 weeks,,,30 tabs/30 days,Yes - standard bypasses,No,,,Alabama_2026_PA_Audit.docx,AL-COM-BCBSAL,,DENY-STEP-001,True,,Preferred Tier 2/3 but may require injectable step
AL,Alabama Medicaid,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Standard CGRP criteria with CC,≥8 weeks,,,30 tabs/30 days,Yes - standard,,,,Alabama_2026_PA_Audit.docx,AL-MCD-ALMED,,DENY-STEP-001,True,,Listed as Preferred with Clinical Criteria
AZ,BCBS Arizona,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Failure of oral preventives,≥8 weeks,Fail injectable CGRP (Aimovig) in some plans,,30 tabs/30 days,Yes - needle phobia,No,,,Arizona_2026_PA_Audit.docx,AZ-COM-BCBSAZ,,DENY-STEP-001,True,,Preferred but gated behind injectable step in some plans
AZ,BCBS Arizona,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,,,,,,No dual therapy with CGRP acute without documentation,No,,,Arizona_2026_PA_Audit.docx,AZ-COM-BCBSAZ,,DENY-DUAL-001,True,,Dual therapy restriction - requires partial response documentation
CA,Medi-Cal,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Per CDL criteria,≥8 weeks,,,30 tabs/30 days,Continuity of care; stable on therapy,,,,California_2026_PA_Audit.docx,CA-MCD-MEDICAL,,DENY-STEP-001,True,,Non-preferred if not on CDL - PA before Jan 1 2026
CO,Multiple,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Standard CGRP criteria,≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,Colorado_2026_PA_Audit.docx,CO-COM-VARIOUS,,DENY-STEP-001,True,,Medicare Part D: $2000 cap eliminates donut hole
DE,Delaware First Health (Centene),Medicaid MCO,Medicaid,Gepants (Preventive),Preventive,Yes,Fail oral preventives,≥6 weeks,Fail preferred CGRP mAb,,30 tabs/30 days,90-day transition fill for plan switches,,,CP.PHAR.230,Delaware_2026_PA_Audit.docx,DE-MCD-DELAWARE1ST,,DENY-STEP-001,True,,Step 3 agent - requires oral AND mAb failure
FL,Florida Blue,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail injectable CGRP first,≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,Florida_2026_PA_Audit.docx,FL-COM-FLBLUE,,DENY-STEP-001,True,,Usually requires step through injectable CGRP first
FL,Multiple,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Standard CGRP criteria,≥8 weeks,,,30 tabs/30 days,Yes - Topamax bypass for CGRP,No,,,Florida_2026_PA_Audit.docx,FL-COM-VARIOUS,,DENY-STEP-001,True,,First-line defense argument applies
KS,Blue KC,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Per UHC step therapy protocol,≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,Kansas_PA_Audit_Migraine_Drug_Defense.docx,KS-COM-BLUEKC,,DENY-STEP-001,True,,UHC step therapy reference
MD,CareFirst,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Skip Topiramate/Beta-blockers with justification,≥8 weeks,,,30 tabs/30 days,Yes - cognitive slowing; weight gain; hypotension,No,,,Maryland_2026_PA_Audit_Defense_Kit.docx,MD-COM-CAREFIRST,,DENY-STEP-001,True,,First-line argument for oral CGRP access
MN,HealthPartners,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail preferred injectable CGRPs (Aimovig/Emgality),≥8 weeks,,,30 tabs/30 days,Yes - needle phobia,No,,,Minnesota_2026_PA_Audit.docx,MN-COM-HEALTHPART,,DENY-STEP-001,True,,Non-Preferred - requires injectable CGRP failure
MN,BCBS Minnesota,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Oral preventive history,≥8 weeks,Injectable CGRP in some plans,,30 tabs/30 days,No dual therapy with Botox without documentation,No,,,Minnesota_2026_PA_Audit.docx,MN-COM-BCBSMN,,DENY-DUAL-001,True,,Tier 4/5 placement; dual therapy restrictions
NV,Aetna,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail 2 oral classes,≥6 weeks each,Fail 1 injectable CGRP,,30 tabs/30 days,Yes - needle phobia valid bypass,No,,,Nevada_2026_PA_Audit_Report.docx,NV-COM-AETNA,,DENY-STEP-001,True,,Double step - common bottleneck
NV,Multiple,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Standard CGRP criteria,≥8 weeks,,,30 tabs/30 days,Yes - needle phobia; arthritis; tremor,No,,,Nevada_2026_PA_Audit_Report.docx,NV-COM-VARIOUS,,DENY-STEP-001,True,,Part D covers oral preventive
NJ,UHC NJ,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Per UHC protocol,≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,New_Jersey_2026_PA_Audit.docx,NJ-COM-UHC,,DENY-STEP-001,True,,UHC PA notification applies
NY,NY Medicaid (NYRx),Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Fail preferred agents (Emgality/Nurtec) OR contraindication,≥8 weeks,,,30 tabs/30 days,Yes - latex allergy; adverse reaction,,,,New_York_2026_PA_Audit.docx,NY-MCD-NYRX,,DENY-STEP-001,True,,Non-Preferred - requires step through Nurtec ODT or Emgality
NY,Empire BCBS,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Standard CGRP (1-2 oral classes depending on plan),≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,New_York_2026_PA_Audit.docx,NY-COM-EMPIRE,,DENY-STEP-001,True,,Tier 2 Preferred - Empire is oral-forward
NY,UHC NY,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail triptans (acute history) AND oral preventives,≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,New_York_2026_PA_Audit.docx,NY-COM-UHC,,DENY-STEP-001,True,,Strictly gated - triptan AND oral preventive failures
NY,Fidelis,Medicaid MCO,Medicaid,Gepants (Preventive),Preventive,Yes,Submit to NYRx not Fidelis,,,,30 tabs/30 days,,,,,New_York_2026_PA_Audit.docx,NY-MCD-FIDELIS,,DENY-STEP-001,True,,Split benefit trap - pharmacy carved to NYRx
OH,Ohio UPDL,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Fail oral generics AND preferred injectable CGRP,≥8 weeks,,,30 tabs/30 days,None documented,,,,Ohio_2026_PA_Audit_Strategy.docx,OH-MCD-UPDL,,DENY-STEP-001,True,,Non-Preferred with strict Step Therapy
OH,Anthem Ohio,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail preferred injectable CGRP (Emgality/Aimovig),≥8 weeks,,,30 tabs/30 days,Yes - needle phobia (F40.231); inability to self-inject,No,,,Ohio_2026_PA_Audit_Strategy.docx,OH-COM-ANTHEM,,DENY-STEP-001,True,,Double step - requires injectable CGRP step
OR,OEBB/Regence,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Standard CGRP criteria,≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,Oregon_2026_PA_Audit.docx,OR-COM-REGENCE,,DENY-STEP-001,True,,Non-Preferred (N) status
PA,PA DHS Medicaid,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,PA DHS Statewide PDL requirements,≥8 weeks,,,30 tabs/30 days,Stability exception available,,,,Pennsylvania_2026_PA_Audit.docx,PA-MCD-PADHS,,DENY-STEP-001,True,,Pharmacy carved out to FFS PDL for MCOs
RI,BCBS RI,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail 2 oral preventive classes AND injectable CGRP mAbs,≥8 weeks,,,30 tabs/30 days,Yes - needle phobia,No,,,Rhode_Island_2026_PA_Audit.docx,RI-COM-BCBSRI,,DENY-STEP-001,True,,Restricted - requires injectable CGRP failure
SD,Medicare Part D,Medicare,Part D,Gepants (Preventive),Preventive,Yes,Per formulary tier,,,,30 tabs/30 days,,No,,,South_Dakota_2026_PA_Audit.docx,SD-PARTD-VARIOUS,,DENY-STEP-001,True,,$2000 cap - hit cap early for free scripts
TX,Ambetter,Marketplace,ACA,Gepants (Preventive),Preventive,Yes,Formulary Exception required,≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,Texas_2026_PA_Audit.docx,TX-ACA-AMBETTER,,DENY-STEP-001,True,,Non-Preferred - frequently restricted
UT,Healthy U (Medicaid),Medicaid MCO,Medicaid,Gepants (Preventive),Preventive,Yes,Fail Ajovy AND Emgality AND Aimovig OR documented disability/phobia,≥8 weeks,,,30 tabs/30 days,Yes - needle phobia with vasovagal response; documented injection disability,,,pharm-hu-016,Utah_2026_PA_Audit.docx,UT-MCD-HEALTHYU,,DENY-STEP-001,True,,LAST-LINE - must fail ALL 3 mAbs or have documented phobia
UT,SelectHealth,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail oral generics AND injectable CGRP mAbs,≥8 weeks,,,30 tabs/30 days,Yes - needle phobia,No,,,Utah_2026_PA_Audit.docx,UT-COM-SELECT,,DENY-STEP-001,True,,Step 3 positioning - similar to Healthy U
WA,Premera,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail injectables first,≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,Washington_State_PA_Audit_2026.docx,WA-COM-PREMERA,,DENY-STEP-001,True,,Non-preferred - requires injectable failure
WA,Premera,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail 2 pediatric-appropriate preventives,≥8 weeks,,,30 tabs/30 days,Yes - pediatric pathway available,No,,,Washington_State_PA_Audit_2026.docx,WA-COM-PREMERA-PED,,DENY-STEP-001,True,,PEDIATRIC (6-17): Specific criteria for Qulipta - formal pathway
WV,CareSource,Marketplace,ACA,Gepants (Preventive),Preventive,Yes,Per formulary,≥8 weeks,,,30 tabs/30 days,Member exception request for non-formulary,No,,,West_Virginia_2026_PA_Audit.docx,WV-ACA-CARESOURCE,,DENY-STEP-001,True,,Non-preferred - exception process for stable patients
IN,Anthem BCBS,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥1 oral preventive class (beta-blocker/TCA/anticonvulsant),≥8 weeks,Fail preferred CGRP mAb (Aimovig OR Emgality),,30 tabs/30 days,Yes - needle phobia; injection site reactions,No,,ING-CC-0032,Indiana_2026_PA_Audit.md,IN-COM-ANTHEM,,DENY-STEP-001,True,,Third-line therapy positioning
AR,Arkansas Medicaid,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes,≥8 weeks each,Fail preferred CGRP mAb (injectable),,30 tabs/30 days,Yes - CV contraindication,,,,Arkansas_2026_PA_Audit.md,AR-MCD-ARMEDIC,,DENY-STEP-001,True,,Step 2 oral preventive
CT,CT Exchange Plans,Marketplace,ACA,Gepants (Preventive),Preventive,Yes,≥1 oral preventive class,≥8 weeks,,,30 tabs/30 days,Yes - intolerance to oral preventives,No,,,Connecticut_2026_PA_Audit.md,CT-ACA-EXCHANGE,,DENY-STEP-001,True,,Preferred status - less restrictive
NC,BCBS NC,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral prophylactic classes,≥8 weeks each,,,30 tabs/30 days,Yes - CV contraindication,No,,,North_Carolina_2026_PA_Audit.md,NC-COM-BCBSNC,,DENY-STEP-001,True,,Concurrent use with Aimovig/Emgality excluded
ND,ND Medicaid,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes,≥2 months each,Fail ALL 3 CGRP mAbs (Ajovy/Emgality/Aimovig),≥3 months each,30 tabs/30 days,None documented,,,,North_Dakota_2026_PA_Audit.md,ND-MCD-NDMEDIC,,DENY-STEP-001,True,,MOST RESTRICTIVE - effectively Step 4
VA,Sentara,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventives,≥8 weeks,Fail 1 injectable CGRP (Aimovig/Ajovy/Emgality),,30 tabs/30 days,Yes - needle phobia; injection impossible,No,,IP0377,Virginia_2026_PA_Audit.md,VA-COM-SENTARA,,DENY-STEP-001,True,,Preferred but requires mAb step edit
WI,GHC/Quartz,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral classes (beta-blocker/topiramate),≥8 weeks,,,30 tabs/30 days,Yes - history of triptan use,Yes,,Gold Card,Wisconsin_2026_PA_Audit.md,WI-COM-QUARTZ,,DENY-STEP-001,True,,Gold Card bypass available
OK,UHC,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventives,≥2 months each,Fail Aimovig/Emgality,,30 tabs/30 days,Yes - needle phobia documented,No,,,Oklahoma_2026_PA_Audit.md,OK-COM-UHC,,DENY-STEP-001,True,,Double step - behind oral AND mAb
MI,BCBS MI,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventives,≥8 weeks,Fail preferred injectable CGRP (Aimovig/Emgality),,30 tabs/30 days,Yes - needle phobia,No,,,Michigan_2026_PA_Audit.md,MI-COM-BCBSMI,,DENY-STEP-001,True,,Step 2 CGRP positioning
VT,BCBS VT,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Standard CGRP criteria (≥2 oral classes),≥8 weeks,,,30 tabs/30 days,Yes - standard bypasses,No,,,Vermont_2026_PA_Audit.md,VT-COM-BCBSVT,,DENY-STEP-001,True,,Preferred oral preventive option
AK,Premera,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 preventive classes,≥2 months each,,,30 tabs/30 days,Yes - CV disease,No,,,Alaska_2026_PA_Audit.md,AK-COM-PREMERA,,DENY-STEP-001,True,,Non-preferred with PA
HI,HMSA,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail preferred agent (Aimovig),,,,30 tabs/30 days,Yes - adverse effect from preferred,No,,,Hawaii_2026_PA_Audit.md,HI-COM-HMSA,,DENY-STEP-001,True,,Non-preferred status
IA,UHC IA,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral generic classes,≥2 months each,,,30 tabs/30 days,Yes - intolerance,No,,,Iowa_2026_PA_Audit.md,IA-COM-UHC,,DENY-STEP-001,True,,Higher tier or step therapy through preferred orals
LA,UHC LA,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Triptan history + oral preventive,,Preferred CGRP mAb trial (some plans),,30 tabs/30 days,Yes - vasoconstrictor contraindication,No,,,Louisiana_2026_PA_Audit.md,LA-COM-UHC,,DENY-STEP-001,True,,Exempt from Gold Carding (pharmacy benefit)
MA,MassHealth,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Standard CGRP criteria,≥8 weeks,,,30 tabs/30 days,Yes - standard,,,,Massachusetts_2026_PA_Audit.md,MA-MCD-MASSHLTH,,DENY-STEP-001,True,,Listed with preventive agents
MO,UHC MO,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes,≥8 weeks,Injectable CGRP failure,,30 tabs/30 days,Yes - needle phobia,No,,,Missouri_2026_PA_Audit.md,MO-COM-UHC,,DENY-STEP-001,True,,Double step pattern
MS,UHC MS,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes,≥8 weeks each,Fail preferred injectable CGRP (Aimovig/Emgality),,30 tabs/30 days,Yes - needle phobia,No,,,Mississippi_2026_PA_Audit.md,MS-COM-UHC,,DENY-STEP-001,True,,Double step required
NE,UHC NE,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Standard criteria,,,,30 tabs/30 days,Yes - standard,No,,,Nebraska_2026_PA_Audit.md,NE-COM-UHC,,DENY-STEP-001,True,,Expanded indications noted
SC,UHC SC,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Standard CGRP criteria,≥8 weeks,,,30 tabs/30 days,Yes - standard,No,,,South_Carolina_2026_PA_Audit.md,SC-COM-UHC,,DENY-STEP-001,True,,Self-administered - pharmacy benefit
TN,TennCare (OptumRx),Medicaid MCO,Medicaid,Gepants (Preventive),Preventive,Yes,State PDL criteria,,,,30 tabs/30 days,Per PDL,,,,Tennessee_2026_PA_Audit.md,TN-MCD-TENNCARE,,DENY-STEP-001,True,,Split benefit - follows state PDL
TN,UHC TN,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventives,≥8 weeks,Injectable CGRP failure (some plans),Varies,30 tabs/30 days,Yes - needle phobia; injection site reactions,No,,,Tennessee_2026_PA_Audit.md,TN-COM-UHC,,DENY-STEP-001,True,,Varies by plan - some post-mAb positioning
WY,Medicare Part D,Medicare,Part D,Gepants (Preventive),Preventive,Yes,Per formulary tier,,,,30 tabs/30 days,,No,,,Wyoming_2026_PA_Audit.md,WY-PARTD-VARIOUS,,DENY-STEP-001,True,,Tier 3/4 specialty
GA,Multiple (Anthem/UHC),Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes,≥8 weeks,Inferred: Similar to CGRP mAb,,30 tabs/30 days,Yes - standard CGRP bypasses,No,,,Georgia_2026_PA_Audit_Strategy.md,GA-COM-VARIOUS,,DENY-STEP-001,True,,FALLBACK from CGRP mAb baseline - verify gepant-specific
GA,Georgia Medicaid (Amerigroup),Medicaid MCO,Medicaid,Gepants (Preventive),Preventive,Yes,Per Unified PDL,≥8 weeks,,,30 tabs/30 days,Yes - standard,,,,Georgia_2026_PA_Audit_Strategy.md,GA-MCD-AMERIGRP,,DENY-STEP-001,True,,FALLBACK - Unified PDL step therapy
ID,Blue Cross Idaho,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes,≥8 weeks,Inferred: May require mAb step,,30 tabs/30 days,Yes - standard CGRP bypasses,No,,,Idaho_2026_PA_Audit_Strategy.md,ID-COM-BCIID,,DENY-STEP-001,True,,FALLBACK from CGRP mAb baseline
ID,Idaho Medicaid,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Fail 2 oral preventive classes (strict),≥8 weeks,,,30 tabs/30 days,Yes - standard,,,,Idaho_2026_PA_Audit_Strategy.md,ID-MCD-IDMED,,DENY-STEP-001,True,,FALLBACK - strict fail-first policy
IL,BCBS Illinois,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes (strict),≥8 weeks,Inferred: May require mAb step,,30 tabs/30 days,Yes - standard CGRP bypasses,No,,,Illinois_2026_PA_Audit_Strategy.md,IL-COM-BCBSIL,,DENY-STEP-001,True,,FALLBACK - one CGRP at a time policy
IL,Illinois Medicaid (HFS),Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Fail 2 distinct oral preventive classes,≥8 weeks,,,30 tabs/30 days,Yes - standard,,,,Illinois_2026_PA_Audit_Strategy.md,IL-MCD-ILHFS,,DENY-STEP-001,True,,FALLBACK from CGRP mAb Policy 0970
KY,Anthem Kentucky,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail oral preventives (Tier 3 specialty step),≥8 weeks,Inferred: Similar to CGRP mAb,,30 tabs/30 days,Yes - CGRP mechanism different from triptans,No,,,Kentucky_2026_PA_Audit.md,KY-COM-ANTHEM,,DENY-STEP-001,True,,FALLBACK from CGRP mAb baseline
KY,Kentucky Medicaid (Humana/Passport),Medicaid MCO,Medicaid,Gepants (Preventive),Preventive,Yes,Per state PDL criteria,≥8 weeks,,,30 tabs/30 days,Yes - standard,,,,Kentucky_2026_PA_Audit.md,KY-MCD-KYMED,,DENY-STEP-001,True,,FALLBACK - step therapy logic same as CGRP mAb
ME,Anthem Maine,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,Fail 2-3 oral preventive classes,≥8 weeks,Inferred: May require mAb step,,30 tabs/30 days,Yes - teratogenic risk bypass; standard CGRP bypasses,No,,,Maine_2026_PA_Audit_Report.md,ME-COM-ANTHEM,,DENY-STEP-001,True,,FALLBACK from CGRP mAb baseline
ME,Maine Medicaid (MaineCare),Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Per state criteria,≥8 weeks,,,30 tabs/30 days,Yes - standard,,,,Maine_2026_PA_Audit_Report.md,ME-MCD-MAINECARE,,DENY-STEP-001,True,,FALLBACK - apply CGRP mAb criteria
MT,BCBS Montana,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes,≥8 weeks,Inferred: May require mAb step,,30 tabs/30 days,Yes - one-and-done rule applies (no repeat step therapy),No,,,Montana_2026_PA_Audit.md,MT-COM-BCBSMT,,DENY-STEP-001,True,,FALLBACK - one-and-done rule state
MT,Montana Medicaid,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Fail 2 oral preventive classes,≥8 weeks,,,30 tabs/30 days,Yes - standard; no repeat step therapy,,,,Montana_2026_PA_Audit.md,MT-MCD-MTMED,,DENY-STEP-001,True,,FALLBACK - state law prohibits repeat step therapy
NH,Anthem New Hampshire,Commercial,Commercial,Gepants (Preventive),Preventive,Yes,≥2 oral preventive classes (national baseline),≥8 weeks,Inferred: May require mAb step per national policy,,30 tabs/30 days,Yes - standard CGRP bypasses,No,,,NATIONAL_BASELINE,NH-COM-ANTHEM,,DENY-STEP-001,True,,NATIONAL BASELINE - no state audit document
NH,NH Healthy Families,Medicaid FFS,Medicaid,Gepants (Preventive),Preventive,Yes,Per national Medicaid trends,≥8 weeks,,,30 tabs/30 days,Yes - standard,,,,NATIONAL_BASELINE,NH-MCD-HEALTHYFAMILIES,,DENY-STEP-001,True,,NATIONAL BASELINE - no state audit document
