Payer_Name,Slug,State,Parent_Organization,National_Payer_ID,Market_Share_Pct,LOB,LOB_Code,Data_Notes,PBM_Partner,Vault_Payer_ID,Submission_Channel,Payer_Specific_URL,Standard_Turnaround,Expedited_Turnaround,Gold_Card_Status,Update_Date,Extraction_Status
Utah CHIP - SelectHealth,selecthealth-ut-chip,UT,Intermountain Health,SelectHealth-UT-CHIP,,CHIP,CHIP,SelectHealth Utah CHIP; Contact: 1-800-538-5038,SelectHealth PBM,UT-CHIP-SELECTHEALTH,,,,,,,
New Mexico Centennial Care Kids - Blue Cross Blue Shield NM,bcbsnm-chip,NM,HCSC,BCBSNM-NM-CHIP,,CHIP,CHIP,NM Centennial Care (CHIP) via BCBS NM; Contact: 1-800-835-8699; PDL: https://www.hsd.state.nm.us/,Prime Therapeutics,NM-CHIP-BCBSNM,,,,,,,
New Mexico Centennial Care Kids - Presbyterian,presbyterian-nm-chip,NM,Presbyterian Healthcare,Presbyterian-NM-CHIP,,CHIP,CHIP,Presbyterian Centennial Care Kids; Contact: 1-888-977-2333,Presbyterian PBM,NM-CHIP-PRESBYTERIAN,,,,,,,
New Mexico Centennial Care Kids - Western Sky,westernsky-nm-chip,NM,Centene,WesternSky-NM-CHIP,,CHIP,CHIP,Western Sky (Centene) Centennial Care; Contact: 1-844-543-8996,Centene PBM,NM-CHIP-WESTERNSKY,,,,,,,
Iowa Hawki - All plans,hawki-ia-chip,IA,State of Iowa,IA-HAWKI-CHIP,,CHIP,CHIP,Iowa hawk-i (CHIP) program; Contact: 1-800-257-8563; PDL: https://dhs.iowa.gov/hawk-i,IA DHS,IA-CHIP-HAWKI,,,,,,,
Iowa Hawki - Amerigroup,amerigroup-ia-chip,IA,Elevance Health,Amerigroup-IA-CHIP,,CHIP,CHIP,Amerigroup hawk-i; Contact: 1-800-600-4441,Elevance PBM,IA-CHIP-AMERIGROUP,,,,,,,
Iowa Hawki - Molina,molina-ia-chip,IA,Molina Healthcare,Molina-IA-CHIP,,CHIP,CHIP,Molina hawk-i; Contact: 1-855-822-8551,CVS Caremark,IA-CHIP-MOLINA,,,,,,,
Kansas KanCare Kids - Aetna Better Health,aetna-ks-chip,KS,CVS Health,Aetna-KS-CHIP,,CHIP,CHIP,KanCare (CHIP) via Aetna Better Health; Contact: 1-855-221-5656; PDL: https://www.kancare.ks.gov/,CVS Caremark,KS-CHIP-AETNA,,,,,,,
Kansas KanCare Kids - Sunflower,sunflower-ks-chip,KS,Centene,Sunflower-KS-CHIP,,CHIP,CHIP,Sunflower (Centene) KanCare Kids; Contact: 1-877-644-4623,Centene PBM,KS-CHIP-SUNFLOWER,,,,,,,
Kansas KanCare Kids - UnitedHealthcare CP,uhc-ks-chip,KS,UnitedHealth Group,87726-KS-CHIP,,CHIP,CHIP,UHC Community Plan KanCare Kids; Contact: 1-877-542-9238,OptumRx,KS-CHIP-UHC,,,,,,,
Oklahoma SoonerCare Kids - All MCOs,soonercare-ok-chip,OK,State of Oklahoma,OK-SOONERCARE-CHIP,,CHIP,CHIP,SoonerCare (Medicaid/CHIP combined); HB 3190/1808 transparency applies; Contact: 1-800-987-7767; PDL: https://oklahoma.gov/ohca/,OHCA PBM,OK-CHIP-SOONERCARE,,,,,,,
Nebraska CHIP - All plans,ne-chip,NE,State of Nebraska,NE-CHIP,,CHIP,CHIP,Nebraska CHIP; LB 77 transparency applies; Contact: 1-855-632-7633; PDL: https://dhhs.ne.gov/,NE DHHS,NE-CHIP-NE,,,,,,,
North Dakota Healthy Steps - All plans,healthysteps-nd-chip,ND,State of North Dakota,ND-HEALTHYSTEPS-CHIP,,CHIP,CHIP,⚠️ Healthy Steps (CHIP); SB 2280 Gold Card may apply; First-line CGRPs for chronic migraine may extend to CHIP; Contact: 1-800-755-2604; PDL: https://www.nd.gov/dhs/,ND DHS,ND-CHIP-HEALTHYSTEPS,,,,,,,
South Dakota CHIP - All plans,sd-chip,SD,State of South Dakota,SD-CHIP,,CHIP,CHIP,South Dakota CHIP; SB 158 failed (no Gold Card); Contact: 1-800-305-3064; PDL: https://dss.sd.gov/,SD DSS,SD-CHIP-SD,,,,,,,
Montana Healthy Montana Kids Plus - All plans,hmkplus-mt-chip,MT,State of Montana,MT-HMKPLUS-CHIP,,CHIP,CHIP,Healthy Montana Kids Plus (CHIP); SB 449 continuity + HB 399 generic shield apply; Contact: 1-877-543-7669; PDL: https://dphhs.mt.gov/,MT DPHHS,MT-CHIP-HMKPLUS,,,,,,,
Wyoming Kid Care CHIP - All plans,kidcare-wy-chip,WY,State of Wyoming,WY-KIDCARE-CHIP,,CHIP,CHIP,⚠️ Kid Care CHIP; W.S. § 26-55-112 Gold Card EXCLUDES PHARMACY; Contact: 1-877-543-7669; PDL: https://health.wyo.gov/,WY DHF,WY-CHIP-KIDCARE,,,,,,,
Idaho CHIP - Molina,molina-id-chip,ID,Molina Healthcare,Molina-ID-CHIP,,CHIP,CHIP,Idaho CHIP via Molina; HB 345 transition may affect; Contact: 1-888-898-7969; PDL: https://healthandwelfare.idaho.gov/,CVS Caremark,ID-CHIP-MOLINA,,,,,,,
Idaho CHIP - Blue Cross of Idaho,bci-id-chip,ID,Blue Cross of Idaho,BCI-ID-CHIP,,CHIP,CHIP,Blue Cross Idaho CHIP; HB 618 Gold Card stalled; Contact: 1-800-627-1031,Prime Therapeutics,ID-CHIP-BCI,,,,,,,
Alaska Denali KidCare - All plans,denalikidcare-ak-chip,AK,State of Alaska,AK-DENALIKIDCARE-CHIP,,CHIP,CHIP,Denali KidCare (CHIP); SB 133 effective 2027; Contact: 1-888-318-8890; PDL: https://health.alaska.gov/,AK DHSS,AK-CHIP-DENALIKIDCARE,,,,,,,
Hawaii QUEST Integration Kids - HMSA,hmsa-hi-chip,HI,HMSA,HMSA-HI-CHIP,,CHIP,CHIP,Hawaii QUEST Integration (includes CHIP) via HMSA; SB 226 step therapy reform applies; Contact: 1-800-776-4672; PDL: https://medquest.hawaii.gov/,CVS Caremark,HI-CHIP-HMSA,,,,,,,
Hawaii QUEST Integration Kids - Kaiser,kaiser-hi-chip,HI,Kaiser Permanente,Kaiser-HI-CHIP,,CHIP,CHIP,Kaiser QUEST Integration Kids; Contact: 1-800-966-5955,Kaiser PBM,HI-CHIP-KAISER,,,,,,,
Hawaii QUEST Integration Kids - AlohaCare,alohacare-hi-chip,HI,AlohaCare,AlohaCare-HI-CHIP,,CHIP,CHIP,AlohaCare QUEST Integration Kids; Contact: 1-877-973-0712,AlohaCare PBM,HI-CHIP-ALOHACARE,,,,,,,
Arkansas ARKids First - All plans,arkidsfirst-ar-chip,AR,State of Arkansas,AR-ARKIDSFIRST-CHIP,,CHIP,CHIP,ARKids First (CHIP); Act 575 Gold Card + Act 97 Step Therapy Exception apply; Contact: 1-888-474-8275; PDL: https://humanservices.arkansas.gov/,AR DHS,AR-CHIP-ARKIDSFIRST,,,,,,,
Mississippi CHIP - Magnolia,magnolia-ms-chip,MS,Centene,Magnolia-MS-CHIP,,CHIP,CHIP,Mississippi CHIP via Magnolia (Centene); SB 2140 'Deemed Authorized' applies; Contact: 1-866-912-6285; PDL: https://medicaid.ms.gov/,Centene PBM,MS-CHIP-MAGNOLIA,,,,,,,
Mississippi CHIP - Molina,molina-ms-chip,MS,Molina Healthcare,Molina-MS-CHIP,,CHIP,CHIP,Molina Mississippi CHIP; Contact: 1-800-869-7165,CVS Caremark,MS-CHIP-MOLINA,,,,,,,
Mississippi CHIP - UnitedHealthcare CP,uhc-ms-chip,MS,UnitedHealth Group,87726-MS-CHIP,,CHIP,CHIP,⚠️ UHC EXIT July 2025 - verify if CHIP transitioned; Contact: 1-877-743-8731,OptumRx,MS-CHIP-UHC,,,,,,,
Maine CubCare - All plans,cubcare-me-chip,ME,State of Maine,ME-CUBCARE-CHIP,,CHIP,CHIP,CubCare (CHIP); PL Chapter 680 continuity applies; Contact: 1-800-977-6740; PDL: https://www.maine.gov/dhhs/,Change Healthcare,ME-CHIP-CUBCARE,,,,,,,
Vermont Dr. Dynasaur - All plans,drdynasaur-vt-chip,VT,State of Vermont,VT-DRDYNASAUR-CHIP,,CHIP,CHIP,⚠️ Dr. Dynasaur (CHIP); Act 111 Gold Card + PCP Bypass may apply; MA market exits = more kids to CHIP; Contact: 1-800-250-8427; PDL: https://dvha.vermont.gov/,VT DVHA,VT-CHIP-DRDYNASAUR,,,,,,,
New Hampshire Healthy Kids - NH Healthy Families,nhhf-nh-chip,NH,Centene,NHHF-NH-CHIP,,CHIP,CHIP,NH Healthy Kids via NH Healthy Families (Centene); SB 561 'Deemed Approved' applies; ⚠️ 2-drug/8-week rule; Contact: 1-800-852-3345; PDL: https://www.dhhs.nh.gov/,Envolve,NH-CHIP-NHHF,,,,,,,
Rhode Island RIte Care Kids - Neighborhood Health Plan,nhpri-ri-chip,RI,Neighborhood Health Plan,NHPRI-RI-CHIP,,CHIP,CHIP,RIte Care (includes CHIP) via Neighborhood Health Plan; Contact: 1-800-459-6019; PDL: https://eohhs.ri.gov/,NHPRI PBM,RI-CHIP-NHPRI,,,,,,,
Rhode Island RIte Care Kids - UnitedHealthcare CP,uhc-ri-chip,RI,UnitedHealth Group,87726-RI-CHIP,,CHIP,CHIP,UHC RIte Care Kids; Contact: 1-800-587-5187,OptumRx,RI-CHIP-UHC,,,,,,,
Delaware CHIP - Highmark,highmark-de-chip,DE,Highmark,Highmark-DE-CHIP,,CHIP,CHIP,Delaware CHIP via Highmark; Contact: 1-800-996-9969; PDL: https://dhss.delaware.gov/,Highmark PBM,DE-CHIP-HIGHMARK,,,,,,,
Delaware CHIP - AmeriHealth Caritas,amerihealth-de-chip,DE,AmeriHealth Caritas,AmeriHealth-DE-CHIP,,CHIP,CHIP,AmeriHealth Caritas Delaware CHIP; Contact: 1-855-777-6617,AmeriHealth PBM,DE-CHIP-AMERIHEALTH,,,,,,,
West Virginia WVCHIP - All plans,wvchip-wv-chip,WV,State of West Virginia,WV-WVCHIP-CHIP,,CHIP,CHIP,⚠️ WVCHIP; HB 4102 Gold Card applies; Highmark first-line CGRPs may extend; Contact: 1-877-982-2447; PDL: https://dhhr.wv.gov/,WV DHHR,WV-CHIP-WVCHIP,,,,,,,
West Virginia WVCHIP - Aetna Better Health,aetna-wv-chip,WV,CVS Health,Aetna-WV-CHIP,,CHIP,CHIP,Aetna Better Health WVCHIP; Contact: 1-888-348-2922,CVS Caremark,WV-CHIP-AETNA,,,,,,,
West Virginia WVCHIP - UniCare,unicare-wv-chip,WV,Elevance Health,UniCare-WV-CHIP,,CHIP,CHIP,UniCare (Elevance) WVCHIP; Contact: 1-866-357-2762,Elevance PBM,WV-CHIP-UNICARE,,,,,,,
Noridian Healthcare Solutions (AK),NORIDIAN,AK,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,AK-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Palmetto GBA (AL),PALMETTO,AL,Palmetto GBA,PALMETTO,,Medicare MAC,MAC,Medicare Part B MAC; JJ and JM; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,AL-MAC-PALMETTO,Claims-based / LCD compliance,https://www.palmettogba.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Novitas Solutions (AR),NOVITAS,AR,Novitas,NOVITAS,,Medicare MAC,MAC,Medicare Part B MAC; JH and JL; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,AR-MAC-NOVITAS,Claims-based / LCD compliance,https://www.novitas-solutions.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (AZ),NORIDIAN,AZ,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,AZ-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (CA),NORIDIAN,CA,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,CA-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (CO),NORIDIAN,CO,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,CO-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Novitas Solutions (DE),NOVITAS,DE,Novitas,NOVITAS,,Medicare MAC,MAC,Medicare Part B MAC; JH and JL; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,DE-MAC-NOVITAS,Claims-based / LCD compliance,https://www.novitas-solutions.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
First Coast Service Options (FL),FCSO,FL,First Coast,FCSO,,Medicare MAC,MAC,Medicare Part B MAC; JN; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,FL-MAC-FCSO,Claims-based / LCD compliance,https://medicare.fcso.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Palmetto GBA (GA),PALMETTO,GA,Palmetto GBA,PALMETTO,,Medicare MAC,MAC,Medicare Part B MAC; JJ and JM; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,GA-MAC-PALMETTO,Claims-based / LCD compliance,https://www.palmettogba.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (HI),NORIDIAN,HI,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,HI-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (ID),NORIDIAN,ID,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,ID-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
National Government Services (MA),NGS,MA,NGS,NGS,,Medicare MAC,MAC,Medicare Part B MAC; JK and J6; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,MA-MAC-NGS,Claims-based / LCD compliance,https://www.ngsmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Novitas Solutions (MD),NOVITAS,MD,Novitas,NOVITAS,,Medicare MAC,MAC,Medicare Part B MAC; JH and JL; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,MD-MAC-NOVITAS,Claims-based / LCD compliance,https://www.novitas-solutions.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
National Government Services (ME),NGS,ME,NGS,NGS,,Medicare MAC,MAC,Medicare Part B MAC; JK and J6; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,ME-MAC-NGS,Claims-based / LCD compliance,https://www.ngsmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
National Government Services (MN),NGS,MN,NGS,NGS,,Medicare MAC,MAC,Medicare Part B MAC; JK and J6; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,MN-MAC-NGS,Claims-based / LCD compliance,https://www.ngsmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Novitas Solutions (MS),NOVITAS,MS,Novitas,NOVITAS,,Medicare MAC,MAC,Medicare Part B MAC; JH and JL; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,MS-MAC-NOVITAS,Claims-based / LCD compliance,https://www.novitas-solutions.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (MT),NORIDIAN,MT,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,MT-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (ND),NORIDIAN,ND,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,ND-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
National Government Services (NH),NGS,NH,NGS,NGS,,Medicare MAC,MAC,Medicare Part B MAC; JK and J6; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,NH-MAC-NGS,Claims-based / LCD compliance,https://www.ngsmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Novitas Solutions (NJ),NOVITAS,NJ,Novitas,NOVITAS,,Medicare MAC,MAC,Medicare Part B MAC; JH and JL; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,NJ-MAC-NOVITAS,Claims-based / LCD compliance,https://www.novitas-solutions.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Novitas Solutions (NM),NOVITAS,NM,Novitas,NOVITAS,,Medicare MAC,MAC,Medicare Part B MAC; JH and JL; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,NM-MAC-NOVITAS,Claims-based / LCD compliance,https://www.novitas-solutions.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (NV),NORIDIAN,NV,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,NV-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
National Government Services (NY),NGS,NY,NGS,NGS,,Medicare MAC,MAC,Medicare Part B MAC; JK and J6; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,NY-MAC-NGS,Claims-based / LCD compliance,https://www.ngsmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Novitas Solutions (RI),NOVITAS,RI,Novitas,NOVITAS,,Medicare MAC,MAC,Medicare Part B MAC; JH and JL; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,RI-MAC-NOVITAS,Claims-based / LCD compliance,https://www.novitas-solutions.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Palmetto GBA (SC),PALMETTO,SC,Palmetto GBA,PALMETTO,,Medicare MAC,MAC,Medicare Part B MAC; JJ and JM; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,SC-MAC-PALMETTO,Claims-based / LCD compliance,https://www.palmettogba.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (SD),NORIDIAN,SD,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,SD-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Palmetto GBA (TN),PALMETTO,TN,Palmetto GBA,PALMETTO,,Medicare MAC,MAC,Medicare Part B MAC; JJ and JM; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,TN-MAC-PALMETTO,Claims-based / LCD compliance,https://www.palmettogba.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Novitas Solutions (TX),NOVITAS,TX,Novitas,NOVITAS,,Medicare MAC,MAC,Medicare Part B MAC; JH and JL; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,TX-MAC-NOVITAS,Claims-based / LCD compliance,https://www.novitas-solutions.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (UT),NORIDIAN,UT,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,UT-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Palmetto GBA (VA),PALMETTO,VA,Palmetto GBA,PALMETTO,,Medicare MAC,MAC,Medicare Part B MAC; JJ and JM; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,VA-MAC-PALMETTO,Claims-based / LCD compliance,https://www.palmettogba.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
National Government Services (VT),NGS,VT,NGS,NGS,,Medicare MAC,MAC,Medicare Part B MAC; JK and J6; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,VT-MAC-NGS,Claims-based / LCD compliance,https://www.ngsmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (WA),NORIDIAN,WA,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,WA-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Palmetto GBA (WV),PALMETTO,WV,Palmetto GBA,PALMETTO,,Medicare MAC,MAC,Medicare Part B MAC; JJ and JM; LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare),N/A - Medical Benefit,WV-MAC-PALMETTO,Claims-based / LCD compliance,https://www.palmettogba.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Noridian Healthcare Solutions (WY),NORIDIAN,WY,Noridian,NORIDIAN,,Medicare MAC,MAC,"Medicare Part B MAC; JF (1, 2, 3, 4) and JE (1, 5); LCD L38809 for Botox chronic migraine; Post-payment audits (no pre-service PA for Original Medicare)",N/A - Medical Benefit,WY-MAC-NORIDIAN,Claims-based / LCD compliance,https://med.noridianmedicare.com/,N/A - Post-service,N/A - Post-service,N/A - Federal Medicare,2026-01-12,NEW - GAP FILLED
Arkansas Medicaid FFS,ARDHS,AR,AR DHS,AR-MCD-FFS,,MCD,MCD,Medicaid Fee-for-Service; State PDL governs; Check state-specific step therapy requirements,State SPBM,AR-MCD-ARDHS,State Medicaid Portal,https://humanservices.arkansas.gov/divisions-shared-services/medical-services/,7 days,72 hours,N/A - Medicaid,2026-01-12,NEW - GAP FILLED
L.A. Care Health Plan,LACARE,CA,L.A. Care,CA-MCD-FFS,,MCD,MCD,Medicaid Fee-for-Service; State PDL governs; Check state-specific step therapy requirements,State SPBM,CA-MCD-LACARE,State Medicaid Portal,https://www.lacare.org/,7 days,72 hours,N/A - Medicaid,2026-01-12,NEW - GAP FILLED
Delaware First Health,DELFIRST,DE,AmeriHealth Caritas,DE-MCD-FFS,,MCD,MCD,Medicaid Fee-for-Service; State PDL governs; Check state-specific step therapy requirements,State SPBM,DE-MCD-DELFIRST,State Medicaid Portal,https://www.delawarefirsthealth.com/,7 days,72 hours,N/A - Medicaid,2026-01-12,NEW - GAP FILLED
Iowa Medicaid FFS,IAHHS,IA,IA HHS,IA-MCD-FFS,,MCD,MCD,Medicaid Fee-for-Service; State PDL governs; Check state-specific step therapy requirements,State SPBM,IA-MCD-IAHHS,State Medicaid Portal,https://hhs.iowa.gov/ime,7 days,72 hours,N/A - Medicaid,2026-01-12,NEW - GAP FILLED
Idaho Medicaid FFS,IDDHW,ID,ID DHW,ID-MCD-FFS,,MCD,MCD,Medicaid Fee-for-Service; State PDL governs; Check state-specific step therapy requirements,State SPBM,ID-MCD-IDDHW,State Medicaid Portal,https://healthandwelfare.idaho.gov/services-programs/medicaid-health,7 days,72 hours,N/A - Medicaid,2026-01-12,NEW - GAP FILLED
Louisiana Healthcare Connections,LHC,LA,Centene,LA-MCD-FFS,,MCD,MCD,Medicaid Fee-for-Service; State PDL governs; Check state-specific step therapy requirements,State SPBM,LA-MCD-LHC,State Medicaid Portal,https://www.louisianahealthconnect.com/,7 days,72 hours,N/A - Medicaid,2026-01-12,NEW - GAP FILLED
Maryland Physicians Care,MPC,MD,MPC,MD-MCD-FFS,,MCD,MCD,Medicaid Fee-for-Service; State PDL governs; Check state-specific step therapy requirements,State SPBM,MD-MCD-MPC,State Medicaid Portal,https://www.marylandphysicianscare.com/,7 days,72 hours,N/A - Medicaid,2026-01-12,NEW - GAP FILLED
